user_id,signup_date,lead_source,organization_type,organization_size,expected_student_count,role_title,primary_use_case,required_features,current_solution,decision_timeframe,converted,conversion_date
USR309,2024-03-06,Product Review Site,Corporate Training,1000+,100-500,Training Manager,Compliance Training,"Virtual Classroom, Compliance Training, Course Creation, Assessment Tools, Mobile Learning",Competitor Product,6+ months,True,2024-03-29 21:05:19.166665
USR310,2024-02-07,Product Review Site,K-12 School,201-500,<100,Department Head,Compliance Training,"Certification Management, Integration Capabilities, Virtual Classroom",Basic Tools,3-6 months,True,2024-03-01 03:47:07.996032
USR311,2024-03-24,Google Search,Corporate Training,51-200,<100,Course Creator,Professional Certification,"Content Library, Integration Capabilities, Virtual Classroom, Certification Management, Course Creation, Compliance Training, Assessment Tools",Basic Tools,Within 1 month,False,
USR312,2024-02-11,Referral,K-12 School,501-1000,100-500,Independent Instructor,Compliance Training,"Mobile Learning, Certification Management, Virtual Classroom, Content Library, Assessment Tools",Custom Built Solution,1-3 months,False,
USR313,2024-03-01,Education Conference,K-12 School,1-50,1000-5000,IT Administrator,Compliance Training,"Integration Capabilities, Content Library",Basic Tools,3-6 months,True,2024-03-28 14:31:51.019445
USR314,2024-02-01,Education Conference,Corporate Training,51-200,100-500,HR Manager,Customer Training,"Mobile Learning, Virtual Classroom, Analytics & Reporting, Compliance Training",Competitor Product,1-3 months,False,
USR315,2024-02-08,Direct Traffic,Higher Education,1-50,100-500,IT Administrator,Professional Certification,"Mobile Learning, Virtual Classroom, Certification Management, Course Creation, Integration Capabilities",Custom Built Solution,1-3 months,True,2024-03-05 17:08:02.888453
USR316,2024-03-25,Referral,K-12 School,501-1000,501-1000,Course Creator,Customer Training,"Mobile Learning, Course Creation, Virtual Classroom, Analytics & Reporting",No LMS,3-6 months,False,
USR317,2024-02-04,Direct Traffic,Higher Education,51-200,5000+,Department Head,Skills Development,"Compliance Training, Virtual Classroom, Certification Management, Analytics & Reporting, Content Library",Custom Built Solution,1-3 months,False,
USR318,2024-02-18,Product Review Site,Corporate Training,51-200,501-1000,Independent Instructor,Skills Development,"Virtual Classroom, Compliance Training, Analytics & Reporting, Assessment Tools, Course Creation",Competitor Product,Within 1 month,False,
USR319,2024-02-21,Social Media,Corporate Training,501-1000,100-500,HR Manager,Customer Training,"Course Creation, Assessment Tools, Analytics & Reporting, Certification Management",Competitor Product,3-6 months,False,
USR320,2024-01-14,Referral,K-12 School,201-500,<100,Department Head,Skills Development,"Mobile Learning, Course Creation, Content Library, Compliance Training",Competitor Product,3-6 months,False,
USR321,2024-02-11,Direct Traffic,Higher Education,51-200,<100,Teacher/Professor,Professional Certification,"Integration Capabilities, Virtual Classroom, Course Creation, Analytics & Reporting, Assessment Tools",Competitor Product,3-6 months,False,
USR322,2024-03-01,Product Review Site,Individual Course Creator,51-200,501-1000,Training Manager,Skills Development,"Compliance Training, Certification Management, Analytics & Reporting, Mobile Learning, Course Creation, Integration Capabilities",Competitor Product,6+ months,True,2024-03-22 13:00:19.688750
USR323,2024-01-03,Education Conference,Certification Body,51-200,1000-5000,Department Head,Employee Training,"Compliance Training, Assessment Tools, Virtual Classroom, Course Creation",Custom Built Solution,Within 1 month,False,
USR324,2024-02-07,Education Conference,Corporate Training,1000+,100-500,Independent Instructor,Compliance Training,"Analytics & Reporting, Integration Capabilities, Certification Management, Mobile Learning",Custom Built Solution,Just exploring,False,
USR325,2024-01-07,Education Conference,Corporate Training,201-500,5000+,Teacher/Professor,Professional Certification,"Content Library, Mobile Learning, Integration Capabilities, Course Creation, Certification Management",Basic Tools,1-3 months,True,2024-01-28 08:38:34.046978
USR326,2024-02-28,Education Conference,Higher Education,51-200,5000+,HR Manager,Customer Training,"Virtual Classroom, Content Library, Assessment Tools, Mobile Learning",Basic Tools,1-3 months,False,
USR327,2024-01-23,Product Review Site,Higher Education,1000+,<100,Training Manager,Customer Training,"Certification Management, Assessment Tools, Course Creation, Virtual Classroom, Integration Capabilities",No LMS,Within 1 month,False,
USR328,2024-02-19,Education Conference,Corporate Training,1000+,5000+,HR Manager,Employee Training,"Integration Capabilities, Content Library, Assessment Tools, Course Creation",Basic Tools,1-3 months,False,
USR329,2024-02-28,Education Conference,Corporate Training,1000+,5000+,IT Administrator,Skills Development,"Analytics & Reporting, Virtual Classroom, Content Library, Integration Capabilities, Mobile Learning",No LMS,6+ months,True,2024-03-28 02:17:39.624618
USR330,2024-01-27,Direct Traffic,Corporate Training,1000+,100-500,Independent Instructor,Academic Courses,"Compliance Training, Virtual Classroom, Integration Capabilities, Assessment Tools, Course Creation, Mobile Learning, Certification Management",Basic Tools,1-3 months,False,
USR331,2024-03-28,Referral,Corporate Training,51-200,5000+,Department Head,Academic Courses,"Integration Capabilities, Compliance Training, Course Creation, Mobile Learning, Analytics & Reporting, Certification Management",Competitor Product,3-6 months,False,
USR332,2024-03-04,Direct Traffic,Higher Education,1000+,<100,HR Manager,Compliance Training,"Analytics & Reporting, Course Creation, Content Library",Competitor Product,6+ months,False,
USR333,2024-03-06,Education Conference,Higher Education,201-500,100-500,Teacher/Professor,Employee Training,"Virtual Classroom, Integration Capabilities, Certification Management, Mobile Learning, Compliance Training, Analytics & Reporting",Basic Tools,1-3 months,False,
USR334,2024-01-09,Education Conference,Higher Education,201-500,501-1000,HR Manager,Academic Courses,"Certification Management, Virtual Classroom, Mobile Learning, Content Library, Compliance Training, Assessment Tools, Analytics & Reporting",Custom Built Solution,3-6 months,False,
USR335,2024-01-05,Product Review Site,K-12 School,201-500,100-500,Course Creator,Academic Courses,"Analytics & Reporting, Compliance Training, Integration Capabilities, Assessment Tools",Custom Built Solution,3-6 months,False,
USR336,2024-02-29,Social Media,Higher Education,201-500,501-1000,Teacher/Professor,Professional Certification,"Compliance Training, Course Creation, Integration Capabilities, Certification Management, Content Library, Assessment Tools, Analytics & Reporting",No LMS,6+ months,False,
USR337,2024-01-30,Referral,K-12 School,1000+,501-1000,Department Head,Customer Training,"Integration Capabilities, Mobile Learning, Analytics & Reporting, Certification Management, Content Library, Virtual Classroom",Basic Tools,Within 1 month,False,
USR338,2024-01-17,Education Conference,Higher Education,1-50,501-1000,HR Manager,Skills Development,"Analytics & Reporting, Mobile Learning, Compliance Training, Virtual Classroom",No LMS,6+ months,False,
USR339,2024-02-27,Product Review Site,Individual Course Creator,501-1000,<100,Department Head,Skills Development,"Compliance Training, Virtual Classroom, Analytics & Reporting, Mobile Learning, Content Library",Custom Built Solution,3-6 months,False,
USR340,2024-01-22,Google Search,Corporate Training,51-200,100-500,Training Manager,Skills Development,"Course Creation, Compliance Training, Integration Capabilities, Mobile Learning, Content Library",No LMS,3-6 months,True,2024-02-13 00:00:39.121706
USR341,2024-02-19,Referral,Higher Education,51-200,<100,Course Creator,Employee Training,"Mobile Learning, Certification Management, Assessment Tools, Compliance Training, Analytics & Reporting",No LMS,1-3 months,False,
USR342,2024-02-03,Education Conference,Individual Course Creator,1000+,<100,Independent Instructor,Employee Training,"Virtual Classroom, Assessment Tools, Analytics & Reporting",Custom Built Solution,3-6 months,False,
USR343,2024-03-28,Referral,Individual Course Creator,51-200,1000-5000,Department Head,Professional Certification,"Analytics & Reporting, Mobile Learning, Certification Management, Virtual Classroom, Content Library",Basic Tools,Within 1 month,False,
USR344,2024-02-01,Education Conference,Corporate Training,201-500,100-500,HR Manager,Compliance Training,"Assessment Tools, Course Creation, Virtual Classroom, Compliance Training",Custom Built Solution,1-3 months,False,
USR345,2024-03-17,Google Search,Professional Training Provider,1000+,1000-5000,Training Manager,Employee Training,"Assessment Tools, Analytics & Reporting, Mobile Learning, Content Library",Custom Built Solution,Just exploring,False,
USR346,2024-03-20,Education Conference,Corporate Training,1000+,1000-5000,Course Creator,Employee Training,"Virtual Classroom, Assessment Tools, Certification Management",Basic Tools,1-3 months,True,2024-04-10 22:59:12.466700
USR347,2024-01-18,Product Review Site,Higher Education,201-500,100-500,IT Administrator,Professional Certification,"Content Library, Virtual Classroom, Compliance Training, Integration Capabilities",Basic Tools,Just exploring,False,
USR348,2024-03-18,Social Media,K-12 School,51-200,<100,Independent Instructor,Skills Development,"Content Library, Course Creation, Mobile Learning",No LMS,1-3 months,False,
USR349,2024-03-07,Referral,Corporate Training,51-200,1000-5000,Course Creator,Compliance Training,"Analytics & Reporting, Course Creation, Certification Management, Content Library, Assessment Tools",Basic Tools,1-3 months,False,
USR350,2024-02-01,Referral,Professional Training Provider,1000+,100-500,Department Head,Academic Courses,"Mobile Learning, Content Library, Virtual Classroom, Compliance Training, Integration Capabilities",No LMS,1-3 months,True,2024-02-22 16:29:03.273484
USR351,2024-03-26,Education Conference,Corporate Training,201-500,1000-5000,IT Administrator,Customer Training,"Compliance Training, Integration Capabilities, Certification Management, Virtual Classroom, Course Creation, Analytics & Reporting",Custom Built Solution,Within 1 month,False,
USR352,2024-03-01,Google Search,Professional Training Provider,201-500,100-500,Training Manager,Skills Development,"Mobile Learning, Analytics & Reporting, Virtual Classroom, Content Library, Compliance Training, Assessment Tools",Basic Tools,6+ months,True,2024-03-24 01:42:22.335352
USR353,2024-01-28,Social Media,Corporate Training,1-50,100-500,Independent Instructor,Skills Development,"Assessment Tools, Mobile Learning, Virtual Classroom, Course Creation, Integration Capabilities, Certification Management",Custom Built Solution,3-6 months,False,
USR354,2024-01-30,Referral,Corporate Training,51-200,5000+,HR Manager,Compliance Training,"Assessment Tools, Analytics & Reporting, Virtual Classroom, Compliance Training, Integration Capabilities, Mobile Learning, Content Library",Competitor Product,6+ months,False,
USR355,2024-01-15,Product Review Site,K-12 School,51-200,<100,HR Manager,Skills Development,"Integration Capabilities, Virtual Classroom, Certification Management",Basic Tools,6+ months,True,2024-02-06 09:40:22.101100
USR356,2024-03-09,Education Conference,Certification Body,501-1000,1000-5000,Training Manager,Employee Training,"Assessment Tools, Compliance Training",Custom Built Solution,1-3 months,False,
USR357,2024-02-17,Google Search,Corporate Training,1-50,100-500,IT Administrator,Professional Certification,"Content Library, Virtual Classroom, Certification Management, Assessment Tools",Basic Tools,Within 1 month,False,
USR358,2024-01-21,Google Search,Higher Education,51-200,100-500,HR Manager,Employee Training,"Analytics & Reporting, Integration Capabilities, Compliance Training, Mobile Learning",Competitor Product,1-3 months,False,
USR359,2024-02-15,Social Media,Corporate Training,1-50,5000+,Training Manager,Compliance Training,"Integration Capabilities, Virtual Classroom, Certification Management, Analytics & Reporting",Basic Tools,Just exploring,False,
USR360,2024-03-06,Google Search,Higher Education,1-50,501-1000,Teacher/Professor,Compliance Training,"Integration Capabilities, Analytics & Reporting, Virtual Classroom, Assessment Tools, Content Library",Custom Built Solution,3-6 months,False,
USR361,2024-02-22,Google Search,Individual Course Creator,51-200,501-1000,HR Manager,Employee Training,"Virtual Classroom, Course Creation, Content Library, Mobile Learning, Integration Capabilities",Basic Tools,3-6 months,True,2024-03-15 12:04:24.332691
USR362,2024-02-09,Direct Traffic,Professional Training Provider,1000+,100-500,HR Manager,Professional Certification,"Assessment Tools, Certification Management, Mobile Learning, Course Creation",Basic Tools,Within 1 month,False,
USR363,2024-02-06,Referral,Corporate Training,201-500,<100,Teacher/Professor,Compliance Training,"Analytics & Reporting, Certification Management",Competitor Product,3-6 months,False,
USR364,2024-01-09,Social Media,Corporate Training,201-500,501-1000,Course Creator,Skills Development,"Mobile Learning, Integration Capabilities, Content Library, Certification Management, Analytics & Reporting, Assessment Tools, Virtual Classroom",Basic Tools,3-6 months,False,
USR365,2024-03-21,Product Review Site,Certification Body,201-500,1000-5000,Independent Instructor,Professional Certification,"Virtual Classroom, Certification Management, Analytics & Reporting, Assessment Tools, Content Library",Basic Tools,1-3 months,False,
USR366,2024-03-08,Education Conference,Individual Course Creator,51-200,100-500,Teacher/Professor,Compliance Training,"Integration Capabilities, Compliance Training, Analytics & Reporting, Virtual Classroom, Assessment Tools",Competitor Product,Just exploring,False,
USR367,2024-03-02,Product Review Site,Corporate Training,1-50,100-500,HR Manager,Professional Certification,"Certification Management, Content Library, Mobile Learning",No LMS,Within 1 month,False,
USR368,2024-02-16,Product Review Site,Professional Training Provider,1000+,1000-5000,Teacher/Professor,Employee Training,"Analytics & Reporting, Compliance Training, Integration Capabilities, Assessment Tools",No LMS,3-6 months,False,
USR369,2024-03-29,Google Search,Individual Course Creator,201-500,100-500,Training Manager,Employee Training,"Compliance Training, Content Library, Integration Capabilities, Analytics & Reporting, Certification Management",No LMS,Within 1 month,False,
USR370,2024-01-02,Education Conference,Individual Course Creator,501-1000,100-500,Course Creator,Skills Development,"Assessment Tools, Certification Management, Mobile Learning, Analytics & Reporting, Virtual Classroom, Integration Capabilities",Competitor Product,3-6 months,False,
USR371,2024-02-12,Product Review Site,Higher Education,1000+,501-1000,HR Manager,Academic Courses,"Course Creation, Certification Management, Assessment Tools",Competitor Product,6+ months,False,
USR372,2024-02-28,Social Media,Corporate Training,201-500,<100,Course Creator,Compliance Training,"Integration Capabilities, Analytics & Reporting, Assessment Tools, Virtual Classroom, Compliance Training, Certification Management",Basic Tools,Just exploring,False,
USR373,2024-01-11,Referral,Professional Training Provider,51-200,5000+,Training Manager,Professional Certification,"Virtual Classroom, Integration Capabilities, Compliance Training, Certification Management",Custom Built Solution,1-3 months,True,2024-02-03 14:36:34.069347
USR374,2024-03-01,Google Search,Corporate Training,201-500,<100,Department Head,Employee Training,"Compliance Training, Certification Management, Virtual Classroom, Course Creation",Custom Built Solution,1-3 months,False,
USR375,2024-02-20,Product Review Site,Professional Training Provider,1000+,1000-5000,Department Head,Professional Certification,"Analytics & Reporting, Integration Capabilities, Content Library, Virtual Classroom, Certification Management, Course Creation, Assessment Tools",No LMS,1-3 months,False,
USR376,2024-01-14,Social Media,Professional Training Provider,501-1000,1000-5000,IT Administrator,Employee Training,"Course Creation, Virtual Classroom, Analytics & Reporting, Assessment Tools",No LMS,Just exploring,False,
USR377,2024-01-22,Referral,Corporate Training,201-500,100-500,IT Administrator,Academic Courses,"Certification Management, Mobile Learning, Virtual Classroom, Content Library, Analytics & Reporting, Compliance Training",Competitor Product,1-3 months,True,2024-02-15 22:46:44.223304
USR378,2024-03-16,Social Media,Higher Education,1000+,1000-5000,Course Creator,Employee Training,"Content Library, Virtual Classroom, Course Creation, Assessment Tools, Mobile Learning",Custom Built Solution,3-6 months,False,
USR379,2024-03-21,Social Media,Corporate Training,501-1000,<100,IT Administrator,Employee Training,"Certification Management, Assessment Tools, Mobile Learning",Competitor Product,Just exploring,False,
USR380,2024-02-29,Product Review Site,Higher Education,51-200,1000-5000,Independent Instructor,Customer Training,"Mobile Learning, Content Library, Analytics & Reporting, Assessment Tools, Certification Management, Compliance Training",Basic Tools,3-6 months,False,
USR381,2024-02-22,Referral,Certification Body,201-500,<100,Department Head,Customer Training,"Analytics & Reporting, Course Creation, Mobile Learning, Content Library",Competitor Product,6+ months,False,
USR382,2024-03-07,Education Conference,Corporate Training,201-500,501-1000,Training Manager,Skills Development,"Analytics & Reporting, Virtual Classroom, Assessment Tools, Course Creation, Content Library, Certification Management",Custom Built Solution,6+ months,False,
USR383,2024-02-04,Referral,Corporate Training,201-500,5000+,Teacher/Professor,Academic Courses,"Virtual Classroom, Compliance Training, Mobile Learning, Assessment Tools, Analytics & Reporting",Custom Built Solution,Within 1 month,False,
USR384,2024-02-11,Google Search,Individual Course Creator,501-1000,100-500,Training Manager,Employee Training,"Content Library, Virtual Classroom, Course Creation",Basic Tools,3-6 months,False,
USR385,2024-03-22,Referral,Professional Training Provider,1000+,501-1000,IT Administrator,Academic Courses,"Course Creation, Certification Management, Compliance Training, Virtual Classroom, Content Library, Mobile Learning",No LMS,3-6 months,False,
USR386,2024-03-23,Google Search,Higher Education,51-200,5000+,IT Administrator,Skills Development,"Compliance Training, Mobile Learning",Competitor Product,1-3 months,False,
USR387,2024-03-11,Direct Traffic,Corporate Training,51-200,<100,Independent Instructor,Compliance Training,"Mobile Learning, Integration Capabilities, Virtual Classroom",Custom Built Solution,1-3 months,False,
USR388,2024-03-16,Product Review Site,Corporate Training,201-500,100-500,Course Creator,Professional Certification,"Assessment Tools, Certification Management, Analytics & Reporting, Content Library, Course Creation",Basic Tools,Within 1 month,False,
USR389,2024-02-03,Social Media,Corporate Training,201-500,501-1000,Course Creator,Customer Training,"Virtual Classroom, Integration Capabilities, Course Creation, Compliance Training, Content Library",Custom Built Solution,3-6 months,True,2024-02-23 16:15:00.510244
USR390,2024-01-11,Social Media,Corporate Training,1-50,501-1000,Training Manager,Compliance Training,"Compliance Training, Assessment Tools, Analytics & Reporting, Virtual Classroom, Mobile Learning",Custom Built Solution,3-6 months,False,
USR391,2024-03-20,Product Review Site,Corporate Training,1-50,1000-5000,Training Manager,Academic Courses,"Course Creation, Analytics & Reporting, Mobile Learning, Content Library",Basic Tools,Within 1 month,False,
USR392,2024-01-08,Direct Traffic,K-12 School,1000+,1000-5000,Independent Instructor,Professional Certification,"Mobile Learning, Integration Capabilities, Course Creation, Assessment Tools, Certification Management",Basic Tools,3-6 months,False,
USR393,2024-01-05,Product Review Site,Higher Education,201-500,<100,Department Head,Skills Development,"Integration Capabilities, Content Library, Mobile Learning, Certification Management",Basic Tools,1-3 months,False,
USR394,2024-02-29,Education Conference,Higher Education,51-200,100-500,Independent Instructor,Academic Courses,"Compliance Training, Assessment Tools, Mobile Learning, Content Library, Certification Management, Course Creation",No LMS,1-3 months,False,
USR395,2024-01-17,Product Review Site,K-12 School,51-200,<100,Department Head,Academic Courses,"Integration Capabilities, Content Library, Assessment Tools, Mobile Learning, Certification Management",Basic Tools,3-6 months,True,2024-02-10 05:02:39.742125
USR396,2024-01-08,Referral,K-12 School,51-200,<100,Course Creator,Skills Development,"Content Library, Integration Capabilities, Compliance Training, Course Creation",Basic Tools,Within 1 month,False,
USR397,2024-02-07,Product Review Site,Higher Education,1-50,5000+,Department Head,Skills Development,"Content Library, Course Creation, Virtual Classroom, Certification Management, Compliance Training",Competitor Product,1-3 months,False,
USR398,2024-01-23,Referral,Professional Training Provider,1000+,100-500,Training Manager,Employee Training,"Certification Management, Assessment Tools, Virtual Classroom, Mobile Learning",Custom Built Solution,3-6 months,False,
USR399,2024-03-04,Social Media,Professional Training Provider,201-500,501-1000,Department Head,Employee Training,"Analytics & Reporting, Content Library, Mobile Learning, Integration Capabilities",No LMS,Just exploring,False,
USR400,2024-01-13,Direct Traffic,Corporate Training,1-50,<100,Course Creator,Skills Development,"Course Creation, Compliance Training, Assessment Tools",No LMS,6+ months,False,
USR401,2024-03-10,Direct Traffic,Professional Training Provider,201-500,<100,IT Administrator,Employee Training,"Certification Management, Integration Capabilities, Content Library, Assessment Tools, Compliance Training",No LMS,6+ months,False,
USR402,2024-03-22,Referral,Professional Training Provider,51-200,100-500,Course Creator,Professional Certification,"Content Library, Certification Management, Course Creation, Assessment Tools, Virtual Classroom, Compliance Training",Competitor Product,6+ months,False,
USR403,2024-01-21,Referral,Certification Body,1000+,1000-5000,Independent Instructor,Customer Training,"Assessment Tools, Compliance Training, Mobile Learning, Integration Capabilities",Custom Built Solution,1-3 months,False,
USR404,2024-03-29,Direct Traffic,Higher Education,1-50,<100,Course Creator,Skills Development,"Analytics & Reporting, Certification Management, Course Creation, Assessment Tools",No LMS,1-3 months,False,
USR405,2024-03-09,Direct Traffic,Individual Course Creator,501-1000,5000+,IT Administrator,Customer Training,"Integration Capabilities, Analytics & Reporting, Mobile Learning, Course Creation, Assessment Tools",Custom Built Solution,6+ months,False,
USR406,2024-02-27,Google Search,Corporate Training,501-1000,1000-5000,Department Head,Customer Training,"Assessment Tools, Course Creation, Virtual Classroom, Content Library, Certification Management",No LMS,1-3 months,False,
USR407,2024-02-17,Google Search,Individual Course Creator,1-50,100-500,Training Manager,Employee Training,"Integration Capabilities, Mobile Learning, Virtual Classroom, Assessment Tools, Analytics & Reporting",Competitor Product,Within 1 month,True,2024-03-12 03:27:02.684625
USR408,2024-03-24,Education Conference,Corporate Training,201-500,<100,Teacher/Professor,Customer Training,"Integration Capabilities, Certification Management, Course Creation, Analytics & Reporting, Content Library, Virtual Classroom",Competitor Product,3-6 months,False,
USR409,2024-02-10,Product Review Site,Higher Education,201-500,<100,Course Creator,Employee Training,"Course Creation, Certification Management, Mobile Learning, Analytics & Reporting, Virtual Classroom",Competitor Product,Within 1 month,False,
USR410,2024-02-12,Product Review Site,Individual Course Creator,201-500,5000+,Training Manager,Professional Certification,"Assessment Tools, Mobile Learning, Analytics & Reporting, Content Library",No LMS,Just exploring,False,
USR411,2024-01-22,Education Conference,Higher Education,201-500,501-1000,Training Manager,Employee Training,"Integration Capabilities, Content Library, Compliance Training, Certification Management",Competitor Product,Within 1 month,False,
USR412,2024-01-24,Social Media,Corporate Training,1-50,501-1000,Department Head,Customer Training,"Course Creation, Integration Capabilities, Content Library, Compliance Training, Virtual Classroom, Mobile Learning",Custom Built Solution,1-3 months,True,2024-02-12 12:51:41.373498
USR413,2024-02-06,Direct Traffic,Individual Course Creator,501-1000,100-500,IT Administrator,Employee Training,"Course Creation, Certification Management, Mobile Learning, Analytics & Reporting",No LMS,1-3 months,False,
USR414,2024-02-02,Education Conference,K-12 School,1-50,1000-5000,Training Manager,Skills Development,"Virtual Classroom, Compliance Training, Mobile Learning, Analytics & Reporting",Competitor Product,1-3 months,True,2024-02-26 18:17:48.471220
USR415,2024-02-20,Product Review Site,Individual Course Creator,1000+,501-1000,Department Head,Employee Training,"Compliance Training, Content Library, Virtual Classroom, Mobile Learning, Integration Capabilities, Course Creation",No LMS,6+ months,False,
USR416,2024-03-07,Product Review Site,Professional Training Provider,201-500,100-500,HR Manager,Customer Training,"Course Creation, Compliance Training, Certification Management, Content Library",No LMS,3-6 months,True,2024-04-05 06:22:01.186030
USR417,2024-01-19,Google Search,Certification Body,1000+,5000+,Teacher/Professor,Compliance Training,"Integration Capabilities, Assessment Tools, Analytics & Reporting",No LMS,3-6 months,True,2024-02-09 20:08:49.805525
USR418,2024-03-10,Google Search,Higher Education,201-500,100-500,Department Head,Academic Courses,"Assessment Tools, Compliance Training, Virtual Classroom",Basic Tools,Just exploring,False,
USR419,2024-02-10,Direct Traffic,Higher Education,51-200,<100,Independent Instructor,Compliance Training,"Content Library, Certification Management, Compliance Training, Assessment Tools, Analytics & Reporting",No LMS,Just exploring,False,
USR420,2024-02-16,Education Conference,Corporate Training,1-50,501-1000,Training Manager,Skills Development,"Content Library, Course Creation, Integration Capabilities, Mobile Learning, Virtual Classroom, Analytics & Reporting, Compliance Training",No LMS,Just exploring,False,
USR421,2024-01-05,Social Media,Corporate Training,201-500,501-1000,Teacher/Professor,Compliance Training,"Content Library, Virtual Classroom, Course Creation, Assessment Tools",Custom Built Solution,3-6 months,False,
USR422,2024-01-26,Product Review Site,Higher Education,201-500,100-500,Teacher/Professor,Academic Courses,"Certification Management, Virtual Classroom, Course Creation, Compliance Training",Competitor Product,Within 1 month,False,
USR423,2024-02-12,Education Conference,Corporate Training,51-200,501-1000,IT Administrator,Employee Training,"Compliance Training, Analytics & Reporting, Certification Management, Assessment Tools, Mobile Learning",Basic Tools,3-6 months,False,
USR424,2024-01-29,Product Review Site,Professional Training Provider,1000+,1000-5000,Teacher/Professor,Compliance Training,"Mobile Learning, Analytics & Reporting, Assessment Tools, Certification Management",No LMS,3-6 months,False,
USR425,2024-01-05,Social Media,Corporate Training,1-50,1000-5000,IT Administrator,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Mobile Learning, Compliance Training, Analytics & Reporting",Custom Built Solution,3-6 months,False,
USR426,2024-01-07,Education Conference,Certification Body,501-1000,501-1000,Training Manager,Employee Training,"Virtual Classroom, Content Library, Assessment Tools, Integration Capabilities, Analytics & Reporting",Basic Tools,1-3 months,False,
USR427,2024-01-10,Product Review Site,Professional Training Provider,1-50,100-500,Teacher/Professor,Professional Certification,"Compliance Training, Mobile Learning, Content Library, Analytics & Reporting",Custom Built Solution,3-6 months,True,2024-01-31 09:00:34.447971
USR428,2024-02-13,Social Media,Higher Education,201-500,501-1000,Department Head,Compliance Training,"Assessment Tools, Integration Capabilities, Compliance Training, Analytics & Reporting, Virtual Classroom",Custom Built Solution,1-3 months,False,
USR429,2024-02-11,Education Conference,Professional Training Provider,1-50,501-1000,Department Head,Compliance Training,"Integration Capabilities, Compliance Training, Course Creation",Custom Built Solution,6+ months,False,
USR430,2024-03-16,Google Search,Higher Education,1-50,1000-5000,Teacher/Professor,Customer Training,"Mobile Learning, Assessment Tools, Content Library, Course Creation, Virtual Classroom, Compliance Training",Custom Built Solution,1-3 months,False,
USR431,2024-01-30,Education Conference,Corporate Training,501-1000,100-500,Independent Instructor,Skills Development,"Virtual Classroom, Compliance Training, Course Creation, Certification Management",Custom Built Solution,1-3 months,False,
USR432,2024-03-15,Google Search,Professional Training Provider,1000+,5000+,Course Creator,Academic Courses,"Content Library, Mobile Learning, Virtual Classroom, Certification Management, Assessment Tools",Custom Built Solution,1-3 months,True,2024-04-08 09:01:05.611485
USR433,2024-01-06,Google Search,Individual Course Creator,1-50,501-1000,Teacher/Professor,Academic Courses,"Course Creation, Integration Capabilities, Mobile Learning, Certification Management",Basic Tools,1-3 months,False,
USR434,2024-01-06,Google Search,Corporate Training,51-200,1000-5000,HR Manager,Compliance Training,"Integration Capabilities, Mobile Learning, Virtual Classroom, Course Creation, Assessment Tools, Analytics & Reporting",Custom Built Solution,Within 1 month,True,2024-02-01 04:37:00.269657
USR435,2024-01-20,Referral,K-12 School,1000+,501-1000,Department Head,Employee Training,"Virtual Classroom, Compliance Training, Content Library",Basic Tools,3-6 months,True,2024-02-11 10:26:09.575579
USR436,2024-03-18,Product Review Site,Certification Body,501-1000,<100,IT Administrator,Customer Training,"Compliance Training, Assessment Tools, Content Library, Analytics & Reporting, Certification Management",No LMS,1-3 months,False,
USR437,2024-03-20,Google Search,Individual Course Creator,501-1000,<100,Independent Instructor,Customer Training,"Content Library, Integration Capabilities, Compliance Training, Virtual Classroom, Course Creation, Certification Management",Competitor Product,3-6 months,False,
USR438,2024-02-01,Social Media,Corporate Training,501-1000,1000-5000,Course Creator,Academic Courses,"Compliance Training, Course Creation, Assessment Tools, Analytics & Reporting",Custom Built Solution,1-3 months,True,2024-02-28 17:53:59.806098
USR439,2024-02-10,Google Search,Higher Education,1-50,<100,Teacher/Professor,Skills Development,"Mobile Learning, Assessment Tools, Virtual Classroom, Certification Management, Integration Capabilities",Custom Built Solution,Within 1 month,True,2024-03-03 04:38:43.670086
USR440,2024-03-14,Education Conference,Corporate Training,201-500,100-500,Course Creator,Skills Development,"Analytics & Reporting, Integration Capabilities, Mobile Learning, Virtual Classroom",No LMS,1-3 months,False,
USR441,2024-03-21,Social Media,K-12 School,51-200,<100,Teacher/Professor,Compliance Training,"Course Creation, Virtual Classroom, Compliance Training, Integration Capabilities, Content Library, Analytics & Reporting, Assessment Tools",Custom Built Solution,Within 1 month,True,2024-04-11 20:05:19.657110
USR442,2024-03-14,Direct Traffic,Higher Education,201-500,<100,HR Manager,Employee Training,"Content Library, Mobile Learning, Certification Management, Integration Capabilities, Analytics & Reporting, Assessment Tools",Competitor Product,1-3 months,True,2024-04-05 09:39:48.561908
USR443,2024-01-25,Direct Traffic,Higher Education,1000+,5000+,Independent Instructor,Employee Training,"Virtual Classroom, Analytics & Reporting, Mobile Learning, Compliance Training",Custom Built Solution,Just exploring,False,
USR444,2024-02-05,Referral,Corporate Training,201-500,5000+,HR Manager,Compliance Training,"Virtual Classroom, Content Library, Course Creation, Integration Capabilities, Mobile Learning",No LMS,1-3 months,False,
USR445,2024-01-29,Referral,Corporate Training,1000+,501-1000,HR Manager,Skills Development,"Mobile Learning, Compliance Training, Certification Management, Assessment Tools, Integration Capabilities",Custom Built Solution,Just exploring,False,
