user_id,signup_date,lead_source,organization_type,organization_size,expected_student_count,role_title,primary_use_case,required_features,current_solution,decision_timeframe,converted,conversion_date
USR2141,2024-04-08,Referral,Corporate Training,51-200,100-500,Course Creator,Employee Training,"Course Creation, Content Library, Compliance Training, Analytics & Reporting",Competitor Product,Just exploring,False,
USR2142,2024-04-04,Referral,Corporate Training,1-50,501-1000,Independent Instructor,Academic Courses,"Integration Capabilities, Virtual Classroom, Content Library, Certification Management",Custom Built Solution,3-6 months,False,
USR2143,2024-04-09,Education Conference,Individual Course Creator,51-200,100-500,Course Creator,Professional Certification,"Virtual Classroom, Course Creation, Mobile Learning, Assessment Tools, Analytics & Reporting",Custom Built Solution,1-3 months,False,
USR2144,2024-04-12,Referral,Certification Body,201-500,<100,Training Manager,Professional Certification,"Integration Capabilities, Analytics & Reporting, Course Creation, Content Library",Custom Built Solution,Just exploring,False,
USR2145,2024-04-05,Referral,Corporate Training,1-50,5000+,Course Creator,Customer Training,"Compliance Training, Mobile Learning, Certification Management, Assessment Tools",Competitor Product,Within 1 month,False,
USR2146,2024-04-03,Social Media,Higher Education,201-500,1000-5000,Independent Instructor,Compliance Training,"Analytics & Reporting, Mobile Learning, Integration Capabilities, Assessment Tools, Virtual Classroom",Competitor Product,1-3 months,False,
USR2147,2024-04-09,Product Review Site,K-12 School,201-500,<100,HR Manager,Professional Certification,"Integration Capabilities, Mobile Learning, Analytics & Reporting, Content Library",Basic Tools,1-3 months,False,
USR2148,2024-04-01,Referral,Professional Training Provider,1000+,100-500,IT Administrator,Professional Certification,"Mobile Learning, Analytics & Reporting, Integration Capabilities, Course Creation, Assessment Tools",Basic Tools,Within 1 month,False,
USR2149,2024-04-09,Google Search,K-12 School,1-50,501-1000,IT Administrator,Academic Courses,"Analytics & Reporting, Course Creation, Assessment Tools, Certification Management, Compliance Training",Basic Tools,Within 1 month,False,
USR2150,2024-04-10,Product Review Site,Corporate Training,1000+,501-1000,Training Manager,Professional Certification,"Compliance Training, Certification Management, Content Library, Course Creation, Assessment Tools",Custom Built Solution,1-3 months,True,2024-04-15
USR2151,2024-04-08,Product Review Site,Higher Education,201-500,1000-5000,HR Manager,Skills Development,"Mobile Learning, Compliance Training, Content Library, Analytics & Reporting, Virtual Classroom",Custom Built Solution,1-3 months,False,
USR2152,2024-04-14,Education Conference,Higher Education,1000+,501-1000,Course Creator,Skills Development,"Course Creation, Analytics & Reporting, Certification Management, Integration Capabilities, Compliance Training",No LMS,1-3 months,False,
USR2153,2024-04-12,Education Conference,Higher Education,201-500,100-500,Department Head,Compliance Training,"Mobile Learning, Compliance Training, Analytics & Reporting, Virtual Classroom, Content Library",Basic Tools,Just exploring,False,
USR2154,2024-04-13,Education Conference,Corporate Training,1000+,501-1000,IT Administrator,Customer Training,"Course Creation, Assessment Tools, Virtual Classroom, Certification Management",Custom Built Solution,1-3 months,False,
